yearmonth,고속철도 여객수 계,KTX이용률,SRT이용률,경부선 KTX여객수,경부선 KTX이용률,경부선 SRT여객수,경부선 SRT이용률,호남선 KTX여객수,호남선 KTX이용률,호남선 SRT여객수,호남선 SRT이용률,경전선 KTX여객수,경전선  KTX이용률,경전선 SRT 여객수,경전선 SRT 이용률,전라선 KTX여객수,전라선 KTX이용률,전라선 SRT여객수,전라선 SRT이용률,동해선 KTX여객수,동해선 KTX이용률,동해선 SRT여객수,동해선 SRT이용률,KTX_공실률,경부선_KTX_공실률,호남선_KTX_공실률,경전선_KTX_공실률,전라선_KTX_공실률,동해선_KTX_공실률,연도,월,분기,계절,코로나기간,SRT개통후
2004-04-01,2127.0,61.0,,1771.0,70.0,,,356.0,38.0,,,,,,,,,,,,,,,39.0,30.0,62.0,,,,2004,4,2,봄,0,0
2004-05-01,2314.0,65.0,,1945.0,75.0,,,369.0,39.0,,,,,,,,,,,,,,,35.0,25.0,61.0,,,,2004,5,2,봄,0,0
2004-06-01,1968.0,57.0,,1695.0,67.0,,,273.0,30.0,,,,,,,,,,,,,,,43.0,33.0,70.0,,,,2004,6,2,여름,0,0
2004-07-01,2152.0,61.0,,1845.0,72.0,,,307.0,32.0,,,,,,,,,,,,,,,39.0,28.0,68.0,,,,2004,7,3,여름,0,0
2004-08-01,2247.0,65.0,,1893.0,75.0,,,354.0,37.0,,,,,,,,,,,,,,,35.0,25.0,63.0,,,,2004,8,3,여름,0,0
2004-09-01,2255.0,65.0,,1825.0,73.0,,,430.0,45.0,,,,,,,,,,,,,,,35.0,27.0,55.0,,,,2004,9,3,가을,0,0
2004-10-01,2278.0,65.0,,1912.0,76.0,,,366.0,38.0,,,,,,,,,,,,,,,35.0,24.0,62.0,,,,2004,10,4,가을,0,0
2004-11-01,2200.0,66.0,,1838.0,76.0,,,363.0,39.0,,,,,,,,,,,,,,,34.0,24.0,61.0,,,,2004,11,4,가을,0,0
2004-12-01,2340.0,65.0,,1974.0,75.0,,,366.0,37.0,,,,,,,,,,,,,,,35.0,25.0,63.0,,,,2004,12,4,겨울,0,0
2005-01-01,2456.0,65.0,,2068.0,75.0,,,388.0,38.0,,,,,,,,,,,,,,,35.0,25.0,62.0,,,,2005,1,1,겨울,0,0
2005-02-01,2431.0,70.0,,1990.0,79.0,,,442.0,46.0,,,,,,,,,,,,,,,30.0,21.0,54.0,,,,2005,2,1,겨울,0,0
2005-03-01,2347.0,63.0,,1985.0,73.0,,,362.0,35.0,,,,,,,,,,,,,,,37.0,27.0,65.0,,,,2005,3,1,봄,0,0
2005-04-01,2534.0,68.0,,2123.0,78.0,,,412.0,41.0,,,,,,,,,,,,,,,32.0,22.0,59.0,,,,2005,4,2,봄,0,0
2005-05-01,2697.0,70.0,,2247.0,79.0,,,450.0,44.0,,,,,,,,,,,,,,,30.0,21.0,56.0,,,,2005,5,2,봄,0,0
2005-06-01,2540.0,68.0,,2129.0,77.0,,,411.0,42.0,,,,,,,,,,,,,,,32.0,23.0,58.0,,,,2005,6,2,여름,0,0
2005-07-01,2657.0,68.0,,2227.0,77.0,,,430.0,42.0,,,,,,,,,,,,,,,32.0,23.0,58.0,,,,2005,7,3,여름,0,0
2005-08-01,2912.0,74.0,,2415.0,84.0,,,497.0,48.0,,,,,,,,,,,,,,,26.0,16.0,52.0,,,,2005,8,3,여름,0,0
2005-09-01,2705.0,70.0,,2227.0,79.0,,,478.0,47.0,,,,,,,,,,,,,,,30.0,21.0,53.0,,,,2005,9,3,가을,0,0
2005-10-01,2965.0,75.0,,2462.0,84.0,,,503.0,48.0,,,,,,,,,,,,,,,25.0,16.0,52.0,,,,2005,10,4,가을,0,0
2005-11-01,2880.0,74.0,,2390.0,82.0,,,491.0,49.0,,,,,,,,,,,,,,,26.0,18.0,51.0,,,,2005,11,4,가을,0,0
2005-12-01,3244.0,80.0,,2590.0,85.0,,,654.0,63.0,,,,,,,,,,,,,,,20.0,15.0,37.0,,,,2005,12,4,겨울,0,0
2006-01-01,3207.0,77.0,,2617.0,84.0,,,590.0,56.0,,,,,,,,,,,,,,,23.0,16.0,44.0,,,,2006,1,1,겨울,0,0
2006-02-01,2825.0,77.0,,2347.0,86.0,,,479.0,51.0,,,,,,,,,,,,,,,23.0,14.0,49.0,,,,2006,2,1,겨울,0,0
2006-03-01,2658.0,66.0,,2230.0,74.0,,,428.0,42.0,,,,,,,,,,,,,,,34.0,26.0,58.0,,,,2006,3,1,봄,0,0
2006-04-01,3005.0,76.0,,2488.0,84.0,,,517.0,52.0,,,,,,,,,,,,,,,24.0,16.0,48.0,,,,2006,4,2,봄,0,0
2006-05-01,3130.0,77.0,,2587.0,85.0,,,543.0,53.0,,,,,,,,,,,,,,,23.0,15.0,47.0,,,,2006,5,2,봄,0,0
2006-06-01,2840.0,72.0,,2369.0,81.0,,,471.0,47.0,,,,,,,,,,,,,,,28.0,19.0,53.0,,,,2006,6,2,여름,0,0
2006-07-01,2969.0,72.0,,2473.0,80.0,,,496.0,48.0,,,,,,,,,,,,,,,28.0,20.0,52.0,,,,2006,7,3,여름,0,0
2006-08-01,3141.0,77.0,,2600.0,85.0,,,541.0,52.0,,,,,,,,,,,,,,,23.0,15.0,48.0,,,,2006,8,3,여름,0,0
2006-09-01,2810.0,71.0,,2338.0,79.0,,,472.0,47.0,,,,,,,,,,,,,,,29.0,21.0,53.0,,,,2006,9,3,가을,0,0
2006-10-01,3403.0,81.0,,2763.0,88.0,,,640.0,61.0,,,,,,,,,,,,,,,19.0,12.0,39.0,,,,2006,10,4,가을,0,0
2006-11-01,3138.0,78.0,,2606.0,86.0,,,532.0,53.0,,,,,,,,,,,,,,,22.0,14.0,47.0,,,,2006,11,4,가을,0,0
2006-12-01,3362.0,79.0,,2773.0,87.0,,,589.0,57.0,,,,,,,,,,,,,,,21.0,13.0,43.0,,,,2006,12,4,겨울,0,0
2007-01-01,3215.0,77.0,,2667.0,85.0,,,548.0,53.0,,,,,,,,,,,,,,,23.0,15.0,47.0,,,,2007,1,1,겨울,0,0
2007-02-01,3081.0,79.0,,2541.0,87.0,,,540.0,57.0,,,,,,,,,,,,,,,21.0,13.0,43.0,,,,2007,2,1,겨울,0,0
2007-03-01,2970.0,71.0,,2479.0,78.0,,,490.0,47.0,,,,,,,,,,,,,,,29.0,22.0,53.0,,,,2007,3,1,봄,0,0
2007-04-01,3009.0,74.0,,2495.0,82.0,,,514.0,52.0,,,,,,,,,,,,,,,26.0,18.0,48.0,,,,2007,4,2,봄,0,0
2007-05-01,3244.0,78.0,,2691.0,86.0,,,553.0,54.0,,,,,,,,,,,,,,,22.0,14.0,46.0,,,,2007,5,2,봄,0,0
2007-06-01,2971.0,72.0,,2486.0,80.0,,,485.0,49.0,,,,,,,,,,,,,,,28.0,20.0,51.0,,,,2007,6,2,여름,0,0
2007-07-01,2965.0,70.0,,2489.0,78.0,,,476.0,46.0,,,,,,,,,,,,,,,30.0,22.0,54.0,,,,2007,7,3,여름,0,0
2007-08-01,3162.0,75.0,,2635.0,82.0,,,528.0,51.0,,,,,,,,,,,,,,,25.0,18.0,49.0,,,,2007,8,3,여름,0,0
2007-09-01,3019.0,71.0,,2475.0,76.0,,,544.0,54.0,,,,,,,,,,,,,,,29.0,24.0,46.0,,,,2007,9,3,가을,0,0
2007-10-01,3179.0,76.0,,2654.0,84.0,,,525.0,51.0,,,,,,,,,,,,,,,24.0,16.0,49.0,,,,2007,10,4,가을,0,0
2007-11-01,3182.0,78.0,,2637.0,86.0,,,545.0,55.0,,,,,,,,,,,,,,,22.0,14.0,45.0,,,,2007,11,4,가을,0,0
2007-12-01,3285.0,77.0,,2729.0,85.0,,,556.0,54.0,,,,,,,,,,,,,,,23.0,15.0,46.0,,,,2007,12,4,겨울,0,0
2008-01-01,3136.0,72.0,,2616.0,79.0,,,520.0,51.0,,,,,,,,,,,,,,,28.0,21.0,49.0,,,,2008,1,1,겨울,0,0
2008-02-01,3138.0,74.0,,2596.0,80.0,,,542.0,56.0,,,,,,,,,,,,,,,26.0,20.0,44.0,,,,2008,2,1,겨울,0,0
2008-03-01,2995.0,68.0,,2497.0,74.0,,,499.0,48.0,,,,,,,,,,,,,,,32.0,26.0,52.0,,,,2008,3,1,봄,0,0
2008-04-01,3065.0,73.0,,2544.0,79.0,,,521.0,52.0,,,,,,,,,,,,,,,27.0,21.0,48.0,,,,2008,4,2,봄,0,0
2008-05-01,3430.0,78.0,,2826.0,84.0,,,604.0,58.0,,,,,,,,,,,,,,,22.0,16.0,42.0,,,,2008,5,2,봄,0,0
2008-06-01,3015.0,71.0,,2511.0,77.0,,,504.0,50.0,,,,,,,,,,,,,,,29.0,23.0,50.0,,,,2008,6,2,여름,0,0
2008-07-01,2024.0,70.0,,2531.0,77.0,,,493.0,48.0,,,,,,,,,,,,,,,30.0,23.0,52.0,,,,2008,7,3,여름,0,0
2008-08-01,3337.0,75.0,,2755.0,81.0,,,582.0,56.0,,,,,,,,,,,,,,,25.0,19.0,44.0,,,,2008,8,3,여름,0,0
2008-09-01,3153.0,74.0,,2595.0,79.0,,,558.0,55.0,,,,,,,,,,,,,,,26.0,21.0,45.0,,,,2008,9,3,가을,0,0
2008-10-01,3299.0,76.0,,2739.0,82.0,,,560.0,54.0,,,,,,,,,,,,,,,24.0,18.0,46.0,,,,2008,10,4,가을,0,0
2008-11-01,3265.0,76.0,,2700.0,82.0,,,565.0,56.0,,,,,,,,,,,,,,,24.0,18.0,44.0,,,,2008,11,4,가을,0,0
