노선,ds,yhat,yhat_lower,yhat_upper,target
전라선,2024-04-01,4.859771607754624,-12.481560861062572,22.961296339432405,공실률
전라선,2024-05-01,-3.561558750136644,-22.149879771572966,14.918894205424795,공실률
전라선,2024-06-01,3.9791398515661425,-14.811844865276305,20.72852167867038,공실률
전라선,2024-07-01,5.087852955997354,-12.863381122617305,23.405296446103485,공실률
전라선,2024-08-01,-1.3320056682240362,-20.302236305690844,16.264698243769306,공실률
전라선,2024-09-01,3.8335624645656567,-14.019459674737902,21.21190927241655,공실률
전라선,2024-10-01,-5.540440014648061,-23.491357208947626,13.252811749775368,공실률
전라선,2024-11-01,-5.8591473719993985,-23.7460646579473,13.910499932537379,공실률
전라선,2024-12-01,-1.4461906076443654,-19.055811493011966,16.987704380733025,공실률
전라선,2025-01-01,3.8328600998823097,-14.2810538632623,21.446578565200713,공실률
전라선,2025-02-01,2.03105534989474,-15.28784871112181,19.331759063591164,공실률
전라선,2025-03-01,10.258323899626827,-7.727378261820922,27.792966193533317,공실률
전라선,2025-04-01,3.544776526947374,-14.698816436184268,20.551371440960388,공실률
전라선,2025-05-01,-4.752868066269466,-21.812935073952744,13.05142070609704,공실률
전라선,2025-06-01,2.8742379821048707,-15.051655041794918,21.571351267786195,공실률
전라선,2025-07-01,3.917048081325295,-14.588958345482144,22.07412595183092,공실률
전라선,2025-08-01,-2.556139918050796,-19.87348698372102,15.288999731722793,공실률
전라선,2025-09-01,2.559716495245258,-14.552196576828567,20.225561647734928,공실률
전라선,2025-10-01,-6.7904653992728585,-26.176261232459982,12.135245609961478,공실률
전라선,2025-11-01,-7.046981583651428,-24.998285783007383,11.032618792684518,공실률
전라선,2025-12-01,-2.6084177125786936,-20.158163061538616,16.688001381783927,공실률
호남선,2005-04-01,52.34999415023319,40.31892204357262,64.6872453325412,공실률
호남선,2005-05-01,47.54087045934286,36.338029392417255,60.03417400419836,공실률
호남선,2005-06-01,54.3157041462161,42.63085061380532,67.74402577625597,공실률
호남선,2005-07-01,56.234165768792906,44.04486054559117,67.8680028575485,공실률
호남선,2005-08-01,52.459630825802144,39.957973906470734,65.23253484016787,공실률
호남선,2005-09-01,50.44920944375412,37.51496719884163,62.401111296421746,공실률
호남선,2005-10-01,46.53113916975743,33.76804226683005,59.9518882400615,공실률
호남선,2005-11-01,45.08436820868778,32.682029034748794,57.092496174441756,공실률
호남선,2005-12-01,48.589776460350585,37.1258121126048,60.72650342446508,공실률
호남선,2006-01-01,52.1580835818747,39.41021168054955,64.2542605653419,공실률
호남선,2006-02-01,51.621347015970066,38.63963279866967,64.29852381565001,공실률
호남선,2006-03-01,56.82387732787674,44.670791238395104,70.33339507339605,공실률
호남선,2006-04-01,49.78384604003703,37.36444211207987,62.38300061743935,공실률
호남선,2006-05-01,45.08410695665033,32.234395423064925,57.268238849200756,공실률
호남선,2006-06-01,51.993445940734205,40.02091312431577,64.35289616645426,공실률
